unique_id,azure_product_name1,azure_vcpu,azure_memory_gb,oci_offer_name_tier_1,oci_offer_name_tier_2,oci_offer_name_tier_3,oci_offer_name_tier_4,oci_compute_shape,oci_part_num_compute_shape,oci_part_num_memory,oci_unit_price_ocpu,oci_unit_price_memory,windows_os_y_n,oci_windows_os_prod_name,oci_windows_os_part_#,oci_unit_price_compute_windows_os,baseline_capacity,months,a1_oci_shape_free_tier_compute,a1_oci_shape_free_tier_memory,a1_oci_shape,not_a1_oci_shape_comp,not_a1_oci_shape_mem,oci_part_num_load_balancer,oci_unit_price_load_balancer,oci_part_num_load_bal_bandwidth,oci_unit_price_load_bal_bandwidth,oci_unit_price_cosmo_write,oci_part_num_cosmo_write,oci_unit_price_cosmo_read,oci_part_num_cosmo_read,oci_unit_price_cosmo_storage,oci_part_num_cosmo_read,oci_unit_price_azure_backup,oci_part_num_azure_backup
Windows - F72s v2,Virtual Machines,72,144,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - HB60rs,Virtual Machines,60,228,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - HB120rs v2,Virtual Machines,120,456,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - HB120rs v3,Virtual Machines,120,448,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E2as v5,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E4as v5,Virtual Machines,4,32,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E8as v5,Virtual Machines,8,64,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E16as v5,Virtual Machines,16,128,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E20as v5,Virtual Machines,20,160,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E32as v5,Virtual Machines,32,256,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E48as v5,Virtual Machines,48,384,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E64as v5,Virtual Machines,64,512,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96as v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E2ads v5,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E4ads v5,Virtual Machines,4,32,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E8ads v5,Virtual Machines,8,64,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E16ads v5,Virtual Machines,16,128,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E20ads v5,Virtual Machines,20,160,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E32ads v5,Virtual Machines,32,256,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E48ads v5,Virtual Machines,48,384,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E64ads v5,Virtual Machines,64,512,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96ads v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E2a v4,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E4a v4,Virtual Machines,4,32,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E8a v4,Virtual Machines,8,64,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E16a v4,Virtual Machines,16,128,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E20a v4,Virtual Machines,20,160,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E32a v4,Virtual Machines,32,256,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E48a v4,Virtual Machines,48,384,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E64a v4,Virtual Machines,64,512,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96a v4,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E2as v4,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E4as v4,Virtual Machines,4,32,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E8as v4,Virtual Machines,8,64,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E16as v4,Virtual Machines,16,128,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E20as v4,Virtual Machines,20,160,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E32as v4,Virtual Machines,32,256,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E48as v4,Virtual Machines,48,384,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E64as v4,Virtual Machines,64,512,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96as v4,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96d v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E104id v5,Virtual Machines,104,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96ds v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E104ids v5,Virtual Machines,104,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96 v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E104i v5,Virtual Machines,104,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96s v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E104is v5,Virtual Machines,104,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96bds v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E112ibds v5,Virtual Machines,112,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E96bs v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E112ibs v5,Virtual Machines,112,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - E80ids v4 1,Virtual Machines,80,504,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC2ads v5,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC4ads v5,Virtual Machines,4,32,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC8ads v5,Virtual Machines,8,64,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC16ads v5,Virtual Machines,16,128,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC20ads v5,Virtual Machines,20,160,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC32ads v5,Virtual Machines,32,192,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC48ads v5,Virtual Machines,48,384,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC64ads v5,Virtual Machines,64,512,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC96ads v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC96iads v5,Virtual Machines,96,672,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Windows - EC2as v5,Virtual Machines,2,16,Compute,AMD E4 Virtual Compute [On-Demand Instances],Oracle Cloud Infrastructure - Compute - Standard - E4,Oracle Cloud Infrastructure - Compute - Standard - E4 - Memory,VM.Standard.E4.Flex,B93113,B93114,0.025,0.0015,1,Oracle Cloud Infrastructure - Compute - Windows OS,B88318,0.092,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
